评分,评价,评论,日期,位置

5,超棒,"挺不错的,风景很好",2022年3月5日,

4.7,很好,附近性价比最高的商务酒店,2021年12月20日,

5,超棒,酒店刚装修，非常棒。,2022年2月4日,

5,超棒,住的很舒服，新建的酒店很多智能设施！也非常感谢雪梨，星云和星月的热情招待！,2021年12月18日,

5,超棒,好评好评 服务态度很好睡得也很好嘿嘿,2021年9月2日,

5,超棒,除了房间有点小以外，没有任何缺点，服务一流，值得再次入住,2021年5月9日,

5,超棒,这次入住的体验非常好，房间很宽敞很干净，并且服务非常到位。前台的方言、可乐小姐姐非常热情，从入住到退房给我提供了非常多的帮助，在我出行时还帮我计划线路。在退房以后我发现我的耳机落在了房间里，前台的程小艺小姐姐直接帮我联系了保洁、找到了耳机、并免费寄到了我现在的住址。我非常感谢这次入住的酒店服务，下次来上海我还会再选这家。,2023年5月27日,江苏

5,超棒,"🔔服务：
🍃环境：
🧹卫生：
🚗 交通：",2021年8月4日,

5,超棒,酒店非常干净，整洁！,2022年2月2日,

5,超棒,“酒店环境很不错，雪梨服务很好”,2021年9月30日,

5,超棒,服务特别好，前台小茹和雪梨态度特别热情，房间也很干净,2021年12月11日,

5,超棒,早餐挺好的，工作人员态度很好，孩子喜欢住，最重要的是位置好,2021年4月27日,

5,超棒,新装修的酒店，设施都很新，服务态度也超好，性价比很高！,2021年5月29日,

5,超棒,雪莉、方言二位热情接待，服务高效！,2021年9月16日,

3.5,,方言经理服务很周到,2022年3月2日,

5,超棒,良辰，丹丹，一博，还有个不知道名字的前台小哥哥，服务态度都特别好！下次还会选择,2021年6月22日,

5,超棒,环境舒适！房间设施不错！早餐丰盛！服务人员周到热情！,2021年5月26日,

5,超棒,小如 雪梨🍐 谢文服务耐心热情❤️ 酒店新开的 卫生干净 点赞👍🏻,2021年12月30日,

5,超棒,酒店位置好，前台服务好，临走前还送了礼物。,2021年7月18日,

5,超棒,新酒店无味道，工作人员热情贴心，不是亲子酒店有亲子酒店的准备,2021年4月16日,

5,超棒,这几天住得很开心，干净，隔音效果也不错。下次来还是会选择,2021年5月4日,

5,超棒,住的很好，还有水果赠送，客房安排的也很快小杰还送了小礼物👍👍，下次还会选择这里，唯一不太足的如果有小冰箱会更好,2021年8月3日,

5,超棒,晚上很安静，早餐很好，前台办理入住再快点就更完美了！,2021年5月22日,

5,超棒,工作人员服务态度特别好很贴心,2021年11月3日,

5,超棒,非常满意设施很好 特别是星云米拉小雯 满意,2022年1月2日,

5,超棒,我在艺龙酒店住了3个晚上，体验到优质的服务家的温暖。,2021年5月22日,

5,超棒,雪梨，小茹的服务很贴心～,2021年12月12日,

5,超棒,非常棒的酒店，值得再次来上海的时候入住，也值得推荐，找小茹姑娘有惊喜，不仅服务好，人也好,2022年1月9日,

5,超棒,除了马桶冲水声音大以为 其他体验都非常不错 ,2021年7月1日,

5,超棒,服务不错，环境比较干净,2022年1月5日,

5,超棒,博博  雪梨 的服务很好,2021年12月11日,

5,超棒,酒店非常好，地理位置很方便，离外滩和南京路步行街都很近，好评,2021年4月11日,

5,超棒,"好
好好过年好高好高

【动人夜景】",2021年8月24日,

5,超棒,"环境挺好，入住很满意，服务很不错，喜欢，给方言浩浩小会多米伟涛点赞，不错哦，
设施好，设施很好
环境大气",2023年2月25日,上海

5,超棒,早餐还不错，种类蛮多的，房间比较大，孩子蛮喜欢的,2021年6月7日,

5,超棒,感谢丹丹和雪莉的热情服务，这家酒店服务真的比五星级酒店好多了，房间里免费依云，无限量供应农夫山泉，真的是有求必应，离着外滩步行十五分钟就到,2021年6月2日,

5,超棒,雪梨🍐的服务真的很好 下次再来,2021年10月7日,

5,超棒,房间大，下楼就是南京路很方便,2021年10月24日,

5,超棒,好好哈哈哈哈哈哈哈,2022年2月28日,

5,超棒,早饭性价比比较高，服务很好，还有宝宝拖鞋和牙刷，挺好的,2021年5月3日,

5,超棒,真的超乎预期的样子 服务真的很到位,2021年9月2日,

4.7,很好,酒店大堂工作人员很热情！孩子很喜欢房内小度哦！,2021年6月18日,

5,超棒,"针不戳物超所值
🍃环境：优美",2022年1月3日,

5,超棒,位置很好环境也好 酒店服务也很周到,2021年9月2日,

5,超棒,前台小雯服务很好，很好,2021年12月26日,

4.2,,入住、续住、离店开票都很慢,2021年11月11日,

5,超棒,房间干净整洁。整体简洁明亮。感谢方言，小茹二位精心服务。,2021年11月16日,

5,超棒,"设施：好新
卫生：干净
环境：位置好
服务：很满意房间很不错，喜乐方言，小琳",2023年11月26日,上海

5,超棒,雪梨的服务很热情，酒店位置很好,2021年10月3日,

5,超棒,雪莉，星云，南极，流量服务很好,2021年10月5日,

5,超棒,这个酒店服务太热情了 服务员也特别棒,2021年8月15日,

5,超棒,"雪梨的服务态度非常好  还帮我们找到了丢失的手链
给她满分",2021年8月3日,

5,超棒,雪梨小姐姐人超nice！！！还帮我把行李搬上车！,2021年6月17日,

5,超棒,服务，设施都很好，没有装修味道或者可能很小我没有闻到,2021年5月10日,

5,超棒,非常好的一次体验，孩子说下次还想住这家酒店,2021年7月3日,

5,超棒,环境挺好的，地理位置也挺方便的，可以推荐的，好评多米跟小琳～服务态度很好,2023年4月10日,上海

5,超棒,服务好 大堂和房间相对舒适 还会继续选择,2021年8月17日,

5,超棒,酒店离地铁站较近，酒店窗景也很不错，酒店大堂的雪莉小姐姐服务很热情到位，下次还会考虑入住，十分满意,2022年2月14日,

5,超棒,5星级的体验，位置真不错，闹中取静，安静得很,2021年7月24日,

5,超棒,装修不错，离南京路步行街很近。,2021年10月12日,

5,超棒,酒店位置很好 服务超棒 雪梨和小锅很奶思,2021年7月18日,

5,超棒,服务态度特别好，热情周到！设施很新；位置也很好！,2021年6月3日,

5,超棒,入住体验非常棒，还送了水果和小礼品,2021年10月15日,

5,超棒,很好服务都很热情，房间很新设备很好。前台方言小姐姐很可爱超级热情。,2022年2月17日,

5,超棒,没有最好，只有更好。,2022年1月15日,

5,超棒,"🍃环境：很棒哟
🔔服务：很热情",2021年9月29日,

4.7,很好,酒店人员雪梨服务态度很好，非常棒的一次入住体验,2021年12月18日,

5,超棒,酒店位置很好，服务人员都很热情，小杰很赞,2021年7月29日,

5,超棒,雪梨 星云服务很贴心哦,2021年12月18日,

4.5,不错,前台雪梨和吴言小姐姐服务态度都超级好，入住给我泡了红糖姜茶、一袋水果、走的时候还有小礼物🎁,2021年10月7日,

5,超棒,雪梨星云小婷的服务特别贴心 环境不错 卫生干净,2022年1月22日,

5,超棒,小雯 浩文服务好下次还来,2021年11月28日,

5,超棒,房间很新，客服态度也很好。还有机器人帮忙送外卖。,2021年5月28日,

4.7,很好,环境卫生都挺好，服务也好，前台雪梨小姐姐特别热情。不过早餐种类有点少，还有就是停车还需要自己付钱，一晚上120，这点真的不满意,2021年6月25日,

5,超棒,很不错 方言小姐姐很热情,2021年11月24日,

5,超棒,除了早餐人有些多，其他服务什么的都很不错～,2021年6月29日,

1,,卫生不行 一进门就看到床上的头发,2021年10月1日,

5,超棒,方言  房间干净 服务较好,2021年11月1日,

5,超棒,酒店位置好 设施很棒 卫生不错 雪梨 海波小雯 星月得服务好,2021年10月25日,

5,超棒,很满意的酒店，还会来,2022年1月11日,

5,超棒,服务非常好，前台乐乐服务热情，点赞,2021年9月3日,

5,超棒,帮朋友订的！非常好👍位置好，房间设施齐全，早餐丰富！,2021年9月28日,

5,超棒,雪梨服务很好很热情.,2022年1月9日,

5,超棒,"首晚入住送迎宾水果
服务很好，房间干净",2021年12月1日,

5,超棒,服务很热情，早餐丰富，步行街分分钟抵达,2021年7月21日,

5,超棒,非常好，雪梨服务很好，很热情。,2021年9月23日,

5,超棒,因为地理位置绝佳，环境卫生很棒所以续住一天！非常感谢雪梨小姐姐给我儿子解决了许多小问题！,2021年7月9日,

5,超棒,性价比高，服务也很好。,2021年12月12日,

5,超棒,酒店的位置很好，性价比高，服务也很棒，前台小哥小杰超贴心,2021年8月30日,

5,超棒,服务不错，还有小朋友的六一礼物，旁边吃玩都很近,2021年6月3日,

5,超棒,雪梨的服务太好了 还会再来,2021年10月27日,

5,超棒,房间干净整洁设施齐全。酒店位置很好很好。楼下就是南京路步行街，能吃到很多好吃的～感谢可乐 方言 杰利 伟涛热情周到的帮助和服务,2023年6月21日,安徽

5,超棒,雪梨🍐小如杨丹服务很好,2021年12月12日,

5,超棒,酒店工作人员服务态度很好，早餐种类丰富。,2021年7月9日,

5,超棒,酒店服务很好，客人需要硬床，直接翻转硬床面。,2021年6月19日,

5,超棒,还不错，出差休息不错选择,2021年11月26日,

5,超棒,环境、卫生条件都很好,2022年1月7日,

5,超棒,早餐还可以，离外滩比较近，周边吃饭很方便,2021年7月4日,

5,超棒,必须写一下 真的超赞的！！,2021年10月24日,

5,超棒,非常舒适且性价比高的酒店,2021年11月22日,

5,超棒,很不错的一次住宿体验,2022年1月1日,

5,超棒,酒店位置很好，服务也很棒，推荐,2021年9月17日,

5,超棒,"很干净！
🔔服务：很好，都很客气",2021年8月29日,

5,超棒,酒店服务很好 位置也很好离外滩和步行街都很近还安静 谢良辰服务超级好呀,2021年5月18日,

5,超棒,非常好，下次相聚,2022年2月28日,

5,超棒,设施好，服务到位，位置非常方便，购物的话就住这里吧,2021年5月22日,

5,超棒,交通便利，邻南京路步行街，设施齐全，质量优质，性价比高，大堂经理雪梨服务周到,2021年7月28日,

5,超棒,位置很不错 闹中取静 服务人员也很热情,2021年7月14日,

5,超棒,环境干净，店内服务人员都很有礼貌，给家人留下了特别好的印象，特别是小杰和雪梨，下次来上海还会在这里居住！,2021年7月28日,

5,超棒,小z的服务超棒哦 东西落在酒店了 帮我们免费邮寄 感谢！,2021年6月14日,

5,超棒,小雯，小茹，满意，服务好,2022年1月7日,

5,超棒,管家都很热情，服务也很好，有什么问题都能耐心的帮忙解决,2021年5月11日,

4,,总体还不错 就是空调有点杂音 ,2021年9月13日,

5,超棒,干净卫生，服务好！而且能看步行街美景,2021年7月24日,

5,超棒,距离步行街很近，满意，设施不错，服务经理方言服务热情满意，推荐,2022年3月2日,

5,超棒,"地理位置非常好，酒店出门就到南京路步行街。
小杰的服务也很好~非常热情。",2021年7月29日,

5,超棒,很好尤其前台雪梨,2022年2月25日,

5,超棒,"很满意 入住的比较晚 半夜1点才到 前台很快就办理好入住还送了水果 退房还送了小礼物 
心言小姐姐服务很好",2021年10月13日,

5,超棒,小雯，方言，米拉好评,2021年12月27日,

5,超棒,地理位置很方便、服务态度好、环境很干净。,2021年6月26日,

5,超棒,雪莉服务很好很热情,2022年1月26日,

5,超棒,很新，位置不错，方便。,2021年11月30日,

5,超棒,性价比高，房间干净。大堂服务员雪梨服务周到。,2021年8月11日,

5,超棒,小雯方言很好 设施好,2021年12月28日,

5,超棒,客服很贴心，离店后还帮忙开发票并快递给我,2021年7月1日,

5,超棒,带孩子住酒店，离南京路步行街非常近，前台接待方言非常热情友好，亲子房间也干净卫生，下次还会继续来住,2021年11月21日,

5,超棒,方言小海小涛满意,2022年2月21日,

5,超棒,南京路旁边 位置优越 溜达逛街特别好 就是有点吵,2021年8月6日,

5,超棒,环境很好，前台小姐姐很热情,2021年10月15日,

5,超棒,酒店位置好，每天有水果，服务人员谢良辰非常热情。,2021年6月19日,

5,超棒,离南京路很近、服务很不错,2021年11月5日,

5,超棒,服务非常好，感谢谢良辰和所有的工作人员。,2021年6月27日,

5,超棒,非常不错，好的很,2022年2月18日,

5,超棒,不错的酒店，服务也好，卫生干净,2021年9月30日,

5,超棒,"酒店位置很好，下楼就有很多好吃的
环境很新很干净，入住很舒服
雪梨、小茹、方言的接待服务也很热情，给人感觉很舒服",2021年11月8日,

5,超棒,服务态度非常好. 也很干净,2021年10月11日,

5,超棒,方言小婷服务满意,2022年2月18日,

5,超棒,方言满意环境不错,2022年2月17日,

5,超棒,工作人员服务贴心细心，非常好,2021年9月21日,

5,超棒,前台小姐姐很热情,2022年2月15日,

4,,还不错地理位置可以，卫生条件也挺好！,2021年7月20日,

5,超棒,旅行到上海最后一站，选择在这个酒店住了两晚上，出行很方便，视野也很好，良辰小哥哥说话好温柔呀……很热情的，为平刘海的那位东北小姐姐点赞呀……前台小姐姐小哥哥也很漂亮很热情……很推荐这个酒店哟,2021年6月8日,

5,超棒,住得非常舒服 房间干净整洁 隔音效果很好 多米和童夏的服务非常热情 强烈推荐来南京路步行街住这边,2023年3月2日,上海

4,,就是房间垃圾桶小了点 房间可以弄个小冰箱,2021年6月15日,

5,超棒,环境不错位置优越服务态度好,2021年10月8日,

5,超棒,交通很便利，离外滩商圈都很近，吃饭逛街都很方便，雪梨小姐姐非常热情，下次如果来的话还会入住,2021年7月28日,

5,超棒,雪梨美女服务非常好很满意,2021年10月28日,

5,超棒,酒店很干净舒服，退房那天来拿行李谢良辰小哥哥太热情了！体验很好！,2021年6月9日,

5,超棒,服务人员热情，态度很好，房间设备和风景也很不错,2021年5月8日,

5,超棒,酒店新服务好！值得一试！,2021年10月27日,

5,超棒,"服务态度一级棒呀～对得起这个价格，环境很好很干净。平时晚上睡眠不太好，所以都不太能入睡，酒店隔音很不错，很安静，睡得还不错，挺好的。
推荐出差商旅入住，性价比超高
雪梨小姐姐很热心肠，下雨了还主动帮我拿伞，很开心😃",2021年12月12日,

5,超棒,很喜欢 下次还会入住,2022年1月5日,

5,超棒,谢良辰经理态度非常好，酒店很新，卫生也很干净，离南京东路很近，但并不吵。入住体验很好，下次还会再来！,2021年5月15日,

5,超棒,酒店入住非常愉快，同事也感谢方言小姐姐的贴心服务！推荐大家入住。,2021年10月23日,

5,超棒,艺龙酒店和假日、杉丽酒店同属一栋楼，4、5层是杉丽，6-11层是艺龙，12-24层是假日。艺龙的优点：内部风格简洁大气，有电动窗帘、智能马桶，床垫偏硬支撑好，适合我这种腰不好不能睡太软的人。外卖是机器人送到房间。早餐品种较多，味道还不错。前台大厅有一位叫雪梨的妹妹服务态度很好。25层的SPA足浴等技法也不错，住店客人打八折。缺点：人一出门电动窗帘就会自动关上，建议不要联动，这样可以多透透气，毕竟是新装修的酒店。另外，智能马桶不带冲洗功能，这个很奇怪，只能用旁边安装的冲洗器，关键是冷水啊。,2021年9月25日,

5,超棒,酒店超级干净 谢良辰的态度服务都特别好 满分,2021年6月5日,

5,超棒,房间卫生干净，服务热情,2021年11月14日,

5,超棒,博博 雪梨🍐 听晴的服务很好,2021年12月11日,

5,超棒,前台乐乐工作认真，服务热情。基本有求必应。防疫工作也问的仔细到位。酒店房间也很干净整洁。有机会会再次入住。,2021年9月13日,

5,超棒,大厅的雪梨小姐姐超级棒！！！和女朋友一起去的，各种服务都特别到位！,2021年7月28日,

5,超棒,干净舒适，地理位置优越，值得推荐。,2021年7月24日,

5,超棒,雪梨服务周到！酒店也很新，体验很好,2021年7月21日,

5,超棒,酒店服务非常到位，外卖是机器人送的，屋里毛巾还配了消毒柜，尤其要表扬一下雪梨小姐姐，居然能记住每个客人的名字，临走的时候还送了些贴心的物品，下次去上海，一定还会选择艺龙,2021年10月5日,

5,超棒,谢谢雪梨和方言热情接待，入住当天还送了欢迎水果，看我妈妈想喝茶还送了冷泡茶喝，很贴心。退房后行李寄存也很方便，在大厅等待时经常有服务人员来送酸梅汤，服务非常到位。,2021年9月23日,

5,超棒,星云浩浩服务不错,2022年2月5日,

5,超棒,雪梨星云很赞的👍🏻,2022年1月6日,

5,超棒,性价比高，位置好，酒店舒适！,2021年10月27日,

5,超棒,方言服务很满意,2022年3月10日,

5,超棒,很不错 环境很舒服,2022年1月1日,

5,超棒,新开的酒店，环境首先没得说，还有机器人专门送外卖。酒店所在位置优越，离广场，步行街就二三百米。服务很热情，尤其是翠翠和小阳（好像叫这个）男小鲜肉服务也不错，可能经验不足，第一天给我们开房开成一天了，又连续补两次卡，不过小事。总体还是很满意，有机会还会带孩子去的。酒店窗帘是自动的，智能马桶和吹风机也都是小米的，很喜欢，舒适。早餐有待再提高吧。,2021年6月6日,

5,超棒,雪莉服务热情周到,2022年2月12日,

5,超棒,🔔服务：服务态度好，热情❤️,2021年9月6日,

5,超棒,第一次给别人好评，出自真心 确实不错。对丹丹服务非常满意,2021年5月5日,

5,超棒,酒店整体还满意 设施设备也不错 👍前台 米拉 方言 小婷 他们服务也很好 热情,2022年2月11日,

4.5,不错,"本来定了迪士尼附近的酒店，出发前几天把它取消了，还是住在市区。选了很久决定选择艺龙酒店，因为看评论说很新，服务很好，也很方便。
中午12点左右到的，被安排到低楼层，窗户打开是这样，不过只是晚上回来休息，也无所谓了。房间不大，没有冰箱，其他东西比较齐全，就是洗漱台放东西的地方太小了。
晚上拿外卖的时候就有工作人员说可以不用自己来拿，他们可以送到房间，退房后遇到雪梨小姐姐，送了小朋友礼物，小朋友特别喜欢，还送了洗护包。",2021年6月8日,

4.7,很好,马桶声音有点大，晚上上厕所影响同行人睡觉,2021年6月7日,

5,超棒,闹中取静，睡得很好，地理位置方便，去哪里都很便捷。早餐丰盛，还有洗衣房和健身房，老人和孩子都很喜欢。卫生不错，房间有紫外线消毒箱可以消毒毛巾。送了水果，苹果和梨都很甜，就是李子有点酸🍋😁窗帘是电动的，灯的光线强度可调，卫生间干湿分离，窗户可以打开一点，通风很好。前台小姐姐很热心，酒店雨伞借完了，她把自己的私人雨伞借给我，笑容很甜，忘记问叫什么名字了。😉前台帅哥小杰很热心，帮我们提行李，询问住宿感受，还送了小礼物，比心❤️。,2021年7月29日,

5,超棒,房间很好，装修很棒，前台服务非常好。,2021年6月29日,

5,超棒,🔔服务：方言服务很好👍🏻,2021年10月15日,

5,超棒,"🚗 交通：酒店就在南京路旁边一百米，非常方便
🧹卫生：很干净
🍃环境：五星
🔔服务：服务是这家酒店的一大亮点，每位员工态度都很热情，点名称赞雪莉，小茹，米粒。
希望贵酒店生意兴隆蒸蒸日上",2022年1月5日,

5,超棒,智能设施，感觉不错,2022年1月12日,

5,超棒,酒店位置很好，服务也很好👍，工作人员（谢良辰）很热情！,2021年6月20日,

5,超棒,非常感谢艺龙酒店热情周到的服务，期待下次的相遇👏🏻丹丹小姐姐服务非常热情，感谢🥰,2021年6月1日,

5,超棒,酒店设施很新，前台小章鱼服务很好,2021年7月31日,

5,超棒,雪梨小婷星云服务热情 酒店设施齐全 卫生干净 还会再来尤其是雪梨很贴心还给宝宝送了生日礼物🎁,2022年1月27日,

5,超棒,雪莉服务很好，很热情，充满能量。雪莉给客户带来向上的氛围,2021年7月1日,

5,超棒,微笑服务这点做的很好，尤其要感谢服务员谢良辰先生的热心服务,2021年5月26日,

5,超棒,房间干净，视野很好,2021年12月25日,

5,超棒,雪梨小如 小雯服务很热情 酒店设施齐全 卫生干净,2022年1月1日,

4.5,不错,服务不错，房间比较小，配套设施还不错,2021年8月6日,

5,超棒,很棒，服务很到位，位置也很棒，下回还会来住。,2021年5月1日,

5,超棒,服务好。小雯星月方言 服务好,2021年12月19日,

5,超棒,雪梨服务态度好，很满意。,2021年10月7日,

5,超棒,酒店服务很好，有一点小问题谢良辰经理也及时帮忙解决了,2021年6月15日,

5,超棒,酒店很好，雪梨很nice,2021年10月6日,

5,超棒,同价位性价比很高,2022年1月22日,

5,超棒,酒店很干净。服务人员态度真好很热情,2021年7月6日,

5,超棒,方言觉得这边环境优雅,2021年11月25日,

5,超棒,位置卫生都非常好 适合带孩子 附近有停车场,2021年5月17日,

5,超棒,位置很棒，服务很不错，谢良辰经理热心周到,2021年6月15日,

5,超棒,酒店前台丹丹五星好评，态度好，服务好！,2021年6月10日,

5,超棒,交通方便 卫生干净,2022年2月27日,

5,超棒,干净卫生环境很好,2022年3月4日,

5,超棒,"🔔服务：感谢雪梨米拉小周小岚和沐夏的服务
🚗 交通：方便便携
🧹卫生：非常干净
🍃环境：很棒",2022年2月27日,

5,超棒,雪梨小姐姐超级热情 工作人员都非常好,2021年6月27日,

5,超棒,新开的酒店 设施都很新 服务人员态度都很好 ,2021年4月27日,

5,超棒,雪梨 星云服务很棒 点赞,2021年12月16日,

5,超棒,前台小姐姐态度很好，性价比高，位置极佳,2021年5月31日,

5,超棒,小雯n米拉服务好 酒店新 很好,2021年12月22日,

4.7,很好,环境很好，服务人员热情，每个人都会问好。,2021年5月20日,

5,超棒,小茹和雪梨的服务很热情！,2021年9月30日,

5,超棒,总体服务不错，很暖暖的酒店,2021年9月29日,

5,超棒,这家酒店位置离南京东路非常近，酒店里面环境也很棒，工作人员很热情服务也贴心的，门口的迎宾小哥小明服务很棒，每天都笑脸迎人！,2021年8月2日,

5,超棒,性价比高服务好，位置好，以后去还会选择,2021年5月31日,

5,超棒,挺好的都不错 星云雪梨米拉,2022年1月7日,

5,超棒,方言 小婷好评,2022年2月18日,

5,超棒,早餐非常丰盛．干净·位置优越·南京路步行街很近,2021年4月8日,

5,超棒,酒店位置很棒 服务很好 下次来上海还要住,2021年5月15日,

5,超棒,乐乐，小杰的服务让我很满意,2021年9月6日,

5,超棒,服务热情 设施完全,2021年12月19日,

5,超棒,服务好！位置好！环境好！太棒了吧！,2021年6月30日,

5,超棒,很好 很干净 离闹市也很近 ,2021年8月15日,

5,超棒,小如晓婷雪梨🍐的服务热情 酒店设施不错 卫生干净整洁,2022年1月24日,

5,超棒,服务员微笑服务到位@雪梨,2021年9月25日,

5,超棒,可以换房间 环境还不错,2021年10月17日,

4,,去上海火车站一般都住这,2022年2月6日,

5,超棒,小会服务很贴心，也非常热情，很推荐的一家酒店。位置特别好，离地铁站方便，周围安静早餐很不错，房间非常大，设备护肤品齐全，目前停车还不收费用哦。,2023年3月8日,江苏

5,超棒,早餐挺好，前台很ok,2021年11月15日,

5,超棒,环境整洁，风格简约，服务也不错。方言、小婷两位都很热情周到。,2021年12月1日,

5,超棒,环境很好 干净整洁,2022年2月24日,

5,超棒,环境不出门，房间干净，服务不错,2021年10月7日,

5,超棒,很好，特别是前台的程小姐服务非常热情，酒店服务阿姨也很热心，水压也很大。不错，下次来上海会再次选择！,2021年7月24日,

5,超棒,🔔服务：小章鱼服务很好  酒店位置卫生都很棒 会继续入住的,2021年8月16日,

5,超棒,前台雪梨服务态度非常好,2021年10月19日,

5,超棒,一博   丹丹提供的酒店服务不错😄,2021年6月21日,

5,超棒,位置靠近外滩 地铁站 出行方便。,2021年7月6日,

5,超棒,酒店位置很好，出行方便，服务非常周到，好像是一位姓薛的小姐姐接待，服务很热情👍,2021年7月2日,

5,超棒,"🚗 交通：位置好
🧹卫生：好",2021年8月12日,

4.5,不错,空间还算可以，也比较干净清爽,2021年11月26日,

5,超棒,服务热情，感谢雪莉的热情服务！,2021年7月25日,

5,超棒,设施很新，服务也很好，非常的热情，前太台的雪梨小姐姐非常的贴心(๑`･ᴗ･´๑),2021年9月17日,

5,超棒,房间很干净，叫雪梨的小姑娘很热心,2021年7月20日,

5,超棒,服务太好了，前台的小姐姐雪梨又可爱又温柔，感觉我交得钱配不上服务呜呜呜！酒店设施也很好，干净明亮，下次还会定！,2021年9月25日,

5,超棒,早餐不错 酒店服务很棒za相当nice,2021年6月9日,

5,超棒,酒店位置优越，离地铁站很近，房间舒服很合适 空间非常大 谢谢前台的小茹、雪梨、米拉小姐姐 住宿体验非常的好～～,2022年1月5日,

5,超棒,酒店非常好 服务也好,2021年11月7日,

5,超棒,这是一家位置，设施，服务很好的酒店,2021年6月22日,

5,超棒,很棒的服务和设施，感谢谢良辰，酒店很棒,2021年6月28日,

5,超棒,干净、整洁、服务态度好、交通便利,2021年7月2日,

5,超棒,房间比较干警，服务很好，早餐还可以,2021年6月14日,

5,超棒,不错的酒店。小杰服务人员很细心,2021年7月30日,

5,超棒,非常好的入住体验！首先说位置，无可挑剔，到南京路步行街，地铁站，外滩，都是步行即可，对于带孩子的家庭真是方便得很。再说酒店环境，房间不大但是够用，各种设施都是充满科技感，而且非常干净整洁。早餐也还不错，服务人员会控制人流量，保证每个人都有座位，这点很赞。最后值得点赞的是服务，每一位服务人员都是热情、耐心、细致、得体，关键颜值都还高，尤其点赞雪梨小姐姐，服务热情周到。总之下次来上海还会选择入住这里。,2021年7月19日,

5,超棒,地理位置优越，酒店设施新，服务态度好,2021年5月29日,

5,超棒,还不错，干净，周围交通方便,2021年8月23日,

5,超棒,周边方便，服务好！,2021年12月13日,

5,超棒,良辰 服务可以 但是有噪音 马桶容易溅水,2021年5月6日,

5,超棒,"很好
🧹卫生：很干净",2021年11月28日,

5,超棒,服务热情，环境优雅，早餐有点欠缺。,2021年6月12日,

5,超棒,来上海旅游入住艺龙满意方言小马热情交通便利设施齐全推荐,2021年12月4日,

5,超棒,设施都可以，就是早餐厅位置有点隐蔽,2021年6月12日,

5,超棒,酒店环境不错，挺方便的。前台雪梨小姐姐服务态度特别好，很温柔，到位！女朋友走的时候揣了很多东西上车hhhh,2021年8月13日,

5,超棒,非常不错，很推荐,2022年2月8日,

2.2,,酒店居然是拼的早餐，混乱异常,2021年8月12日,

5,超棒,首先大赞的是，竟然在魔都市中心这样的黄金地带有这样一个免费停车场🅿的酒店真真绝对惊喜欧！前台非常贴心，尤其浩浩和吴言态度柔和，入住有赠送水果和牙刷，退房也有小礼品赠送，各种事宜提醒得当，非常温暖！走道、房间都非常干净，房间够大，布置很舒适，尤其窗前的沙发看起来就好享受！卫生间干湿分离也很方便，除了自动坐便器声音有点大哈哈，镜前灯便捷好用！对了，还有怡宝水是可以在电梯口自取的，方便贴心哎！整体这次入住绝对性价比超高，满意度爆表！下次有机会还会来！（抱歉没有照片哈哈）,2023年3月16日,江苏

5,超棒,非常棒的体验，大堂经理谢良辰，非常热情，房间较其他的酒店也大一些，也很安静。楼下走两步就是南京路，到哪都非常方便，值得推荐！,2021年6月19日,

5,超棒,乐乐世浩雪梨服务很热情推荐,2021年8月24日,

5,超棒,早餐一般，中式偏多，其他都不错,2021年7月12日,

4.7,很好,服务很到位，性价比很高的酒店,2021年7月30日,

5,超棒,"前台方言小姐姐的服务态度很好，
卫生：很干净
环境：离逛街很近，地理位置优越去哪都方便",2023年3月26日,安徽

5,超棒,设施很好，服务态度好！,2021年10月2日,

5,超棒,房间干净整洁，工作人员服务态度好,2021年6月25日,

5,超棒,推荐，服务好地理位置也好，住的也舒服,2021年5月28日,

5,超棒,入住体验不错，退房时前台小姐姐方言很贴心地准备了小礼物🎁感谢,2021年10月17日,

5,超棒,对酒店很满意 服务员态度都特别好 ,2021年6月7日,

5,超棒,"乐乐服务很好！我们以后来上海常订。早餐也很不错！离步行街三分钟的路程！购物也方便。
🚗 交通：
🧹卫生：
🍃环境：
🔔服务：
【动人夜景】",2021年9月4日,

5,超棒,不错非常不错很不错,2021年11月21日,

5,超棒,太累了临时休息一下,2022年2月4日,

5,超棒,酒店舒适，服务热情,2021年11月19日,

5,超棒,雪梨🍐 小茹小雯态度很好服务热情❤️ 酒店新开的很干净 设施齐全,2021年12月31日,

5,超棒,地址在南京东路上，离外滩和步行街非常近。,2021年4月24日,

5,超棒,干净整洁，位置不错，大堂很漂亮房间视野不错,2021年10月3日,

5,超棒,方言小婷满意,2022年3月6日,

5,超棒,环境方面挺好的  位置也很棒 也蛮好找的,2021年4月21日,

